pmt_id,pmt_x,pmt_y,pmt_z
399,-4548.1616,4083.3843,18201.104
400,-4882.352,3677.2864,18201.104
401,-5180.396,3243.9634,18201.104
402,-5440.0854,2786.623,18201.104
403,-5659.4985,2308.6516,18201.104
404,-5837.011,1813.5878,18201.104
405,-5971.308,1305.0967,18201.104
406,-6061.396,786.9431,18201.104
407,-6106.607,262.96335,18201.104
408,-6106.607,-262.96335,18201.104
409,-6061.396,-786.9431,18201.104
410,-5971.308,-1305.0967,18201.104
411,-5837.011,-1813.5878,18201.104
412,-5659.4985,-2308.6516,18201.104
413,-5440.0854,-2786.623,18201.104
414,-5180.396,-3243.9634,18201.104
415,-4882.352,-3677.2864,18201.104
416,-4548.1616,-4083.3843,18201.104
417,-4180.2974,-4459.25,18201.104
418,-3781.4844,-4802.101,18201.104
419,-3354.6743,-5109.399,18201.104
420,-2903.0273,-5378.869,18201.104
421,-2429.8875,-5608.5156,18201.104
422,-1938.7576,-5796.6387,18201.104
423,-1433.2738,-5941.845,18201.104
424,-917.1785,-6043.0605,18201.104
425,-394.29282,-6099.535,18201.104
426,131.51212,-6110.851,18201.104
427,656.3434,-6076.925,18201.104
428,1176.3153,-5998.0063,18201.104
429,1687.5782,-5874.681,18201.104
430,2186.347,-5707.862,18201.104
431,2668.9287,-5498.783,18201.104
432,3131.7505,-5248.994,18201.104
433,3571.386,-4960.343,18201.104
434,3984.5803,-4634.967,18201.104
435,4368.274,-4275.2754,18201.104
436,4719.6265,-3883.9314,18201.104
437,5036.0366,-3463.832,18201.104
438,5315.162,-3018.0876,18201.104
439,5554.9355,-2549.9983,18201.104
440,5753.582,-2063.0298,18201.104
441,5909.6313,-1560.7874,18201.104
442,6021.9277,-1046.9893,18201.104
443,6089.6396,-525.43976,18201.104
444,6529.866,281.18976,18053.305
445,6481.521,841.4875,18053.305
446,6385.1895,1395.555,18053.305
447,6241.584,1939.2905,18053.305
448,6051.768,2468.6682,18053.305
449,5817.147,2979.7686,18053.305
450,5539.4575,3468.8079,18053.305
451,5220.7563,3932.1653,18053.305
452,4863.402,4366.41,18053.305
453,4470.041,4768.328,18053.305
454,4043.5852,5134.943,18053.305
455,3587.1924,5463.54,18053.305
456,3104.241,5751.687,18053.305
457,2598.3071,5997.251,18053.305
458,2073.1362,6198.413,18053.305
459,1532.6163,6353.6846,18053.305
460,980.7497,6461.915,18053.305
461,421.62192,6522.304,18053.305
462,-140.62744,6534.4043,18053.305
463,-701.83563,6498.1265,18053.305
464,-1257.8477,6413.7383,18053.305
465,-1804.547,6281.865,18053.305
466,-2337.8862,6103.483,18053.305
467,-2853.9165,5879.913,18053.305
468,-3348.8174,5612.8105,18053.305
469,-3818.9248,5304.1523,18053.305
470,-4260.7583,4956.224,18053.305
471,-4671.0464,4571.602,18053.305
472,-5046.752,4153.1333,18053.305
473,-5385.093,3703.916,18053.305
474,-5683.5645,3227.2764,18053.305
475,-5939.957,2726.743,18053.305
476,-6152.3726,2206.0217,18053.305
477,-6319.238,1668.9681,18053.305
478,-6439.3174,1119.5579,18053.305
479,-6511.7227,561.8588,18053.305
480,-6535.9175,8.0041903e-13,18053.305
481,-6511.7227,-561.8588,18053.305
482,-6439.3174,-1119.5579,18053.305
483,-6319.238,-1668.9681,18053.305
484,-6152.3726,-2206.0217,18053.305
485,-5939.957,-2726.743,18053.305
486,-5683.5645,-3227.2764,18053.305
487,-5385.093,-3703.916,18053.305
488,-5046.752,-4153.1333,18053.305
489,-4671.0464,-4571.602,18053.305
490,-4260.7583,-4956.224,18053.305
491,-3818.9248,-5304.1523,18053.305
492,-3348.8174,-5612.8105,18053.305
493,-2853.9165,-5879.913,18053.305
494,-2337.8862,-6103.483,18053.305
495,-1804.547,-6281.865,18053.305
496,-1257.8477,-6413.7383,18053.305
497,-701.83563,-6498.1265,18053.305
498,-140.62744,-6534.4043,18053.305
499,421.62192,-6522.304,18053.305
500,980.7497,-6461.915,18053.305
501,1532.6163,-6353.6846,18053.305
502,2073.1362,-6198.413,18053.305
503,2598.3071,-5997.251,18053.305
504,3104.241,-5751.687,18053.305
505,3587.1924,-5463.54,18053.305
506,4043.5852,-5134.943,18053.305
507,4470.041,-4768.328,18053.305
508,4863.402,-4366.41,18053.305
509,5220.7563,-3932.1653,18053.305
510,5539.4575,-3468.8079,18053.305
511,5817.147,-2979.7686,18053.305
512,6051.768,-2468.6682,18053.305
513,6241.584,-1939.2905,18053.305
514,6385.1895,-1395.555,18053.305
515,6481.521,-841.4875,18053.305
516,6529.866,-281.18976,18053.305
517,7026.845,0.0,17867.945
518,7007.197,525.1168,17867.945
519,6948.3613,1047.297,17867.945
520,6850.6675,1563.6202,17867.945
521,6714.662,2071.199,17867.945
522,6541.106,2567.1948,17867.945
523,6330.9688,3048.834,17867.945
524,6085.427,3513.4226,17867.945
525,5805.852,3958.3628,17867.945
526,5493.809,4381.1665,17867.945
527,5151.042,4779.4688,17867.945
528,4779.4688,5151.042,17867.945
529,4381.1665,5493.809,17867.945
530,3958.3628,5805.852,17867.945
531,3513.4226,6085.427,17867.945
532,3048.834,6330.9688,17867.945
533,2567.1948,6541.106,17867.945
534,2071.199,6714.662,17867.945
535,1563.6202,6850.6675,17867.945
536,1047.297,6948.3613,17867.945
537,525.1168,7007.197,17867.945
538,4.3027019e-13,7026.845,17867.945
539,-525.1168,7007.197,17867.945
540,-1047.297,6948.3613,17867.945
541,-1563.6202,6850.6675,17867.945
542,-2071.199,6714.662,17867.945
543,-2567.1948,6541.106,17867.945
544,-3048.834,6330.9688,17867.945
545,-3513.4226,6085.427,17867.945
546,-3958.3628,5805.852,17867.945
547,-4381.1665,5493.809,17867.945
548,-4779.4688,5151.042,17867.945
549,-5151.042,4779.4688,17867.945
550,-5493.809,4381.1665,17867.945
551,-5805.852,3958.3628,17867.945
552,-6085.427,3513.4226,17867.945
553,-6330.9688,3048.834,17867.945
554,-6541.106,2567.1948,17867.945
555,-6714.662,2071.199,17867.945
556,-6850.6675,1563.6202,17867.945
557,-6948.3613,1047.297,17867.945
558,-7007.197,525.1168,17867.945
559,-7026.845,8.6054037e-13,17867.945
560,-7007.197,-525.1168,17867.945
561,-6948.3613,-1047.297,17867.945
562,-6850.6675,-1563.6202,17867.945
563,-6714.662,-2071.199,17867.945
564,-6541.106,-2567.1948,17867.945
565,-6330.9688,-3048.834,17867.945
566,-6085.427,-3513.4226,17867.945
567,-5805.852,-3958.3628,17867.945
568,-5493.809,-4381.1665,17867.945
569,-5151.042,-4779.4688,17867.945
570,-4779.4688,-5151.042,17867.945
571,-4381.1665,-5493.809,17867.945
572,-3958.3628,-5805.852,17867.945
573,-3513.4226,-6085.427,17867.945
574,-3048.834,-6330.9688,17867.945
575,-2567.1948,-6541.106,17867.945
576,-2071.199,-6714.662,17867.945
577,-1563.6202,-6850.6675,17867.945
578,-1047.297,-6948.3613,17867.945
579,-525.1168,-7007.197,17867.945
580,-1.2908106e-12,-7026.845,17867.945
581,525.1168,-7007.197,17867.945
582,1047.297,-6948.3613,17867.945
583,1563.6202,-6850.6675,17867.945
584,2071.199,-6714.662,17867.945
585,2567.1948,-6541.106,17867.945
586,3048.834,-6330.9688,17867.945
587,3513.4226,-6085.427,17867.945
588,3958.3628,-5805.852,17867.945
589,4381.1665,-5493.809,17867.945
590,4779.4688,-5151.042,17867.945
591,5151.042,-4779.4688,17867.945
592,5493.809,-4381.1665,17867.945
593,5805.852,-3958.3628,17867.945
594,6085.427,-3513.4226,17867.945
595,6330.9688,-3048.834,17867.945
596,6541.106,-2567.1948,17867.945
597,6714.662,-2071.199,17867.945
598,6850.6675,-1563.6202,17867.945
599,6948.3613,-1047.297,17867.945
600,7007.197,-525.1168,17867.945
601,7437.8745,278.30563,17698.604
602,7396.279,833.3605,17698.604
603,7313.3203,1383.7549,17698.604
604,7189.463,1926.4108,17698.604
605,7025.3984,2458.2932,17698.604
606,6822.046,2976.4282,17698.604
607,6580.541,3477.9175,17698.604
608,6302.2354,3959.957,17698.604
609,5988.685,4419.8506,17698.604
610,5641.6436,4855.027,17698.604
611,5263.052,5263.052,17698.604
612,4855.027,5641.6436,17698.604
613,4419.8506,5988.685,17698.604
614,3959.957,6302.2354,17698.604
615,3477.9175,6580.541,17698.604
616,2976.4282,6822.046,17698.604
617,2458.2932,7025.3984,17698.604
618,1926.4108,7189.463,17698.604
619,1383.7549,7313.3203,17698.604
620,833.3605,7396.279,17698.604
621,278.30563,7437.8745,17698.604
622,-278.30563,7437.8745,17698.604
623,-833.3605,7396.279,17698.604
624,-1383.7549,7313.3203,17698.604
625,-1926.4108,7189.463,17698.604
626,-2458.2932,7025.3984,17698.604
627,-2976.4282,6822.046,17698.604
628,-3477.9175,6580.541,17698.604
629,-3959.957,6302.2354,17698.604
630,-4419.8506,5988.685,17698.604
631,-4855.027,5641.6436,17698.604
632,-5263.052,5263.052,17698.604
633,-5641.6436,4855.027,17698.604
634,-5988.685,4419.8506,17698.604
635,-6302.2354,3959.957,17698.604
636,-6580.541,3477.9175,17698.604
637,-6822.046,2976.4282,17698.604
638,-7025.3984,2458.2932,17698.604
639,-7189.463,1926.4108,17698.604
640,-7313.3203,1383.7549,17698.604
641,-7396.279,833.3605,17698.604
642,-7437.8745,278.30563,17698.604
643,-7437.8745,-278.30563,17698.604
644,-7396.279,-833.3605,17698.604
645,-7313.3203,-1383.7549,17698.604
646,-7189.463,-1926.4108,17698.604
647,-7025.3984,-2458.2932,17698.604
648,-6822.046,-2976.4282,17698.604
649,-6580.541,-3477.9175,17698.604
650,-6302.2354,-3959.957,17698.604
651,-5988.685,-4419.8506,17698.604
652,-5641.6436,-4855.027,17698.604
653,-5263.052,-5263.052,17698.604
654,-4855.027,-5641.6436,17698.604
655,-4419.8506,-5988.685,17698.604
656,-3959.957,-6302.2354,17698.604
657,-3477.9175,-6580.541,17698.604
658,-2976.4282,-6822.046,17698.604
659,-2458.2932,-7025.3984,17698.604
660,-1926.4108,-7189.463,17698.604
661,-1383.7549,-7313.3203,17698.604
662,-833.3605,-7396.279,17698.604
663,-278.30563,-7437.8745,17698.604
664,278.30563,-7437.8745,17698.604
665,833.3605,-7396.279,17698.604
666,1383.7549,-7313.3203,17698.604
667,1926.4108,-7189.463,17698.604
668,2458.2932,-7025.3984,17698.604
669,2976.4282,-6822.046,17698.604
670,3477.9175,-6580.541,17698.604
671,3959.957,-6302.2354,17698.604
672,4419.8506,-5988.685,17698.604
673,4855.027,-5641.6436,17698.604
674,5263.052,-5263.052,17698.604
675,5641.6436,-4855.027,17698.604
676,5988.685,-4419.8506,17698.604
677,6302.2354,-3959.957,17698.604
678,6580.541,-3477.9175,17698.604
679,6822.046,-2976.4282,17698.604
680,7025.3984,-2458.2932,17698.604
681,7189.463,-1926.4108,17698.604
682,7313.3203,-1383.7549,17698.604
683,7396.279,-833.3605,17698.604
684,7437.8745,-278.30563,17698.604
685,7906.28,529.2632,17488.586
686,7853.2734,1056.1625,17488.586
687,7765.192,1578.3447,17488.586
688,7485.534,2599.2607,17488.586
689,7295.2065,3093.4348,17488.586
690,7072.297,3573.793,17488.586
691,6532.8545,4484.551,17488.586
692,6218.7305,4910.883,17488.586
693,5876.8325,5315.2812,17488.586
694,5115.939,6051.161,17488.586
695,4700.3413,6379.355,17488.586
696,4263.751,6679.057,17488.586
697,3335.4766,7187.7656,17488.586
698,2847.9382,7394.5,17488.586
699,2347.6802,7568.2085,17488.586
700,1317.9896,7813.596,17488.586
701,793.15576,7884.179,17488.586
702,-793.15576,7884.179,17488.586
703,-1317.9896,7813.596,17488.586
704,-2347.6802,7568.2085,17488.586
705,-2847.9382,7394.5,17488.586
706,-3335.4766,7187.7656,17488.586
707,-4263.751,6679.057,17488.586
708,-4700.3413,6379.355,17488.586
709,-5115.939,6051.161,17488.586
710,-5876.8325,5315.2812,17488.586
711,-6218.7305,4910.883,17488.586
712,-6532.8545,4484.551,17488.586
713,-7072.297,3573.793,17488.586
714,-7295.2065,3093.4348,17488.586
715,-7485.534,2599.2607,17488.586
716,-7765.192,1578.3447,17488.586
717,-7853.2734,1056.1625,17488.586
718,-7906.28,529.2632,17488.586
719,-7906.28,-529.2632,17488.586
720,-7853.2734,-1056.1625,17488.586
721,-7765.192,-1578.3447,17488.586
722,-7485.534,-2599.2607,17488.586
723,-7295.2065,-3093.4348,17488.586
724,-7072.297,-3573.793,17488.586
725,-6532.8545,-4484.551,17488.586
726,-6218.7305,-4910.883,17488.586
727,-5876.8325,-5315.2812,17488.586
728,-5115.939,-6051.161,17488.586
