pmt_id,pmt_x,pmt_y,pmt_z
300894,1468.1987,-6086.6313,18150.408
300896,2489.0972,-5745.179,18150.408
300898,3436.4182,-5233.901,18150.408
300899,3873.6284,-4919.1147,18150.408
300901,4658.9873,-4182.885,18150.408
300903,5306.6274,-3323.0098,18150.408
300904,5572.645,-2854.5254,18150.408
300906,5979.2427,-1857.7798,18150.408
300908,6209.095,-806.1187,18150.408
300909,6255.4077,-269.37103,18150.408
300911,6361.2065,548.87164,18107.285
300913,6173.1704,1630.3905,18107.285
300914,6010.162,2155.0303,18107.285
300916,5552.191,3152.679,18107.285
300918,4930.0977,4057.1348,18107.285
300919,4563.0767,4465.9307,18107.285
300921,3730.6516,5181.549,18107.285
300923,2787.9492,5744.001,18107.285
300924,2283.8467,5962.4033,18107.285
300926,1228.773,6265.487,18107.285
300928,137.37688,6383.364,18107.285
300929,-411.87625,6371.5435,18107.285
300930,-958.08,6312.5503,18107.285
300931,-1497.1904,6206.8213,18107.285
300933,-2538.248,5858.6265,18107.285
300935,-3504.2756,5337.252,18107.285
300936,-3950.1191,5016.25,18107.285
300938,-4750.9863,4265.4824,18107.285
300940,-5411.415,3388.6274,18107.285
300941,-5682.6855,2910.892,18107.285
300943,-6097.312,1894.4645,18107.285
300945,-6331.703,822.03674,18107.285
300946,-6378.93,274.69016,18107.285
300947,-6378.93,-274.69016,18107.285
300948,-6331.703,-822.03674,18107.285
300950,-6097.312,-1894.4645,18107.285
300952,-5682.6855,-2910.892,18107.285
300953,-5411.415,-3388.6274,18107.285
300955,-4750.9863,-4265.4824,18107.285
300957,-3950.1191,-5016.25,18107.285
300958,-3504.2756,-5337.252,18107.285
300960,-2538.248,-5858.6265,18107.285
300962,-1497.1904,-6206.8213,18107.285
300963,-958.08,-6312.5503,18107.285
300964,-411.87625,-6371.5435,18107.285
300965,137.37688,-6383.364,18107.285
300967,1228.773,-6265.487,18107.285
300969,2283.8467,-5962.4033,18107.285
300970,2787.9492,-5744.001,18107.285
300972,3730.6516,-5181.549,18107.285
300974,4563.0767,-4465.9307,18107.285
300975,4930.0977,-4057.1348,18107.285
300977,5552.191,-3152.679,18107.285
300979,6010.162,-2155.0303,18107.285
300980,6173.1704,-1630.3905,18107.285
300982,6361.2065,-548.87164,18107.285
300984,6694.4,577.621,17985.865
300985,6619.963,1150.9655,17985.865
300986,6496.5146,1715.7886,17985.865
300987,6324.9683,2267.9087,17985.865
300989,5843.009,3317.8127,17985.865
300991,5188.331,4269.643,17985.865
300992,4802.086,4699.8516,17985.865
300994,3926.059,5452.9526,17985.865
300996,2933.979,6044.8657,17985.865
300997,2403.4722,6274.7075,17985.865
300999,1293.1348,6593.6665,17985.865
301001,144.57254,6717.718,17985.865
301002,-433.4499,6705.2783,17985.865
301003,-1008.26324,6643.195,17985.865
301004,-1575.6117,6531.9277,17985.865
301006,-2671.1987,6165.495,17985.865
301008,-3687.826,5616.8115,17985.865
301009,-4157.0225,5278.996,17985.865
301011,-4999.838,4488.904,17985.865
301013,-5694.859,3566.12,17985.865
301014,-5980.3384,3063.3616,17985.865
301016,-6416.6826,1993.6945,17985.865
301018,-6663.351,865.0942,17985.865
301019,-6713.052,289.07812,17985.865
301020,-6713.052,-289.07812,17985.865
301021,-6663.351,-865.0942,17985.865
301023,-6416.6826,-1993.6945,17985.865
301025,-5980.3384,-3063.3616,17985.865
301026,-5694.859,-3566.12,17985.865
301028,-4999.838,-4488.904,17985.865
301030,-4157.0225,-5278.996,17985.865
301031,-3687.826,-5616.8115,17985.865
301033,-2671.1987,-6165.495,17985.865
301035,-1575.6117,-6531.9277,17985.865
301036,-1008.26324,-6643.195,17985.865
301037,-433.4499,-6705.2783,17985.865
301038,144.57254,-6717.718,17985.865
301040,1293.1348,-6593.6665,17985.865
301042,2403.4722,-6274.7075,17985.865
301043,2933.979,-6044.8657,17985.865
301045,3926.059,-5452.9526,17985.865
301047,4802.086,-4699.8516,17985.865
301048,5188.331,-4269.643,17985.865
301050,5843.009,-3317.8127,17985.865
301052,6324.9683,-2267.9087,17985.865
301053,6496.5146,-1715.7886,17985.865
301054,6619.963,-1150.9655,17985.865
301055,6694.4,-577.621,17985.865
301056,6834.7246,255.73053,17940.488
301057,6796.503,765.7751,17940.488
301059,6606.4585,1770.1881,17940.488
301060,6455.699,2258.9397,17940.488
301062,6046.917,3195.881,17940.488
301063,5791.18,3638.8315,17940.488
301065,5184.1577,4461.3193,17940.488
301066,4836.2666,4836.2573,17940.488
301068,4061.443,5503.0483,17940.488
301069,3638.843,5791.173,17940.488
301070,3195.8933,6046.9106,17940.488
301071,2735.0708,6268.8315,17940.488
301073,1770.2013,6606.455,17940.488
301074,1271.5505,6720.2695,17940.488
301076,255.74417,6834.724,17940.488
301077,-255.73053,6834.7246,17940.488
301079,-1271.5371,6720.272,17940.488
301080,-1770.1881,6606.4585,17940.488
301082,-2735.058,6268.837,17940.488
301083,-3195.881,6046.917,17940.488
301084,-3638.8315,5791.18,17940.488
301085,-4061.4321,5503.0566,17940.488
301087,-4836.2573,4836.2666,17940.488
301088,-5184.149,4461.3296,17940.488
301090,-5791.173,3638.843,17940.488
301091,-6046.9106,3195.8933,17940.488
301093,-6455.695,2258.9524,17940.488
301094,-6606.455,1770.2013,17940.488
301096,-6796.501,765.78864,17940.488
301097,-6834.724,255.74417,17940.488
301098,-6834.7246,-255.73053,17940.488
301099,-6796.503,-765.7751,17940.488
301101,-6606.4585,-1770.1881,17940.488
301102,-6455.699,-2258.9397,17940.488
301104,-6046.917,-3195.881,17940.488
301105,-5791.18,-3638.8315,17940.488
301107,-5184.1577,-4461.3193,17940.488
301108,-4836.2666,-4836.2573,17940.488
301110,-4061.443,-5503.0483,17940.488
301111,-3638.843,-5791.173,17940.488
301112,-3195.8933,-6046.9106,17940.488
301113,-2735.0708,-6268.8315,17940.488
301115,-1770.2013,-6606.455,17940.488
301116,-1271.5505,-6720.2695,17940.488
301118,-255.74417,-6834.724,17940.488
301119,255.73053,-6834.7246,17940.488
301121,1271.5371,-6720.272,17940.488
301122,1770.1881,-6606.4585,17940.488
301124,2735.058,-6268.837,17940.488
301125,3195.881,-6046.917,17940.488
301126,3638.8315,-5791.18,17940.488
301127,4061.4321,-5503.0566,17940.488
301129,4836.2573,-4836.2666,17940.488
301130,5184.149,-4461.3296,17940.488
301132,5791.173,-3638.843,17940.488
301133,6046.9106,-3195.8933,17940.488
301135,6455.695,-2258.9524,17940.488
301136,6606.455,-1770.2013,17940.488
301138,6796.501,-765.78864,17940.488
301139,6834.724,-255.74417,17940.488
301140,7168.318,268.21954,17809.64
301141,7128.23,803.1586,17809.64
301143,6928.9087,1856.5956,17809.64
301144,6770.7905,2369.2021,17809.64
301146,6342.055,3351.874,17809.64
301147,6073.836,3816.4438,17809.64
301149,5437.1846,4679.0757,17809.64
301150,5072.3135,5072.3135,17809.64
301152,4259.671,5771.649,17809.64
301153,3816.4438,6073.836,17809.64
301154,3351.874,6342.055,17809.64
301155,2868.559,6574.8076,17809.64
301157,1856.5956,6928.9087,17809.64
301158,1333.6061,7048.278,17809.64
301160,268.21954,7168.318,17809.64
301161,-268.21954,7168.318,17809.64
301163,-1333.6061,7048.278,17809.64
301164,-1856.5956,6928.9087,17809.64
301166,-2868.559,6574.8076,17809.64
301167,-3351.874,6342.055,17809.64
301168,-3816.4438,6073.836,17809.64
301169,-4259.671,5771.649,17809.64
301171,-5072.3135,5072.3135,17809.64
301172,-5437.1846,4679.0757,17809.64
301174,-6073.836,3816.4438,17809.64
301175,-6342.055,3351.874,17809.64
301177,-6770.7905,2369.2021,17809.64
301178,-6928.9087,1856.5956,17809.64
301180,-7128.23,803.1586,17809.64
301181,-7168.318,268.21954,17809.64
301182,-7168.318,-268.21954,17809.64
301183,-7128.23,-803.1586,17809.64
301185,-6928.9087,-1856.5956,17809.64
301186,-6770.7905,-2369.2021,17809.64
301188,-6342.055,-3351.874,17809.64
301189,-6073.836,-3816.4438,17809.64
301191,-5437.1846,-4679.0757,17809.64
301192,-5072.3135,-5072.3135,17809.64
301194,-4259.671,-5771.649,17809.64
301195,-3816.4438,-6073.836,17809.64
301196,-3351.874,-6342.055,17809.64
301197,-2868.559,-6574.8076,17809.64
301199,-1856.5956,-6928.9087,17809.64
301200,-1333.6061,-7048.278,17809.64
301202,-268.21954,-7168.318,17809.64
301203,268.21954,-7168.318,17809.64
301205,1333.6061,-7048.278,17809.64
301206,1856.5956,-6928.9087,17809.64
301208,2868.559,-6574.8076,17809.64
301209,3351.874,-6342.055,17809.64
301210,3816.4438,-6073.836,17809.64
301211,4259.671,-5771.649,17809.64
301213,5072.3135,-5072.3135,17809.64
301214,5437.1846,-4679.0757,17809.64
301216,6073.836,-3816.4438,17809.64
301217,6342.055,-3351.874,17809.64
301219,6770.7905,-2369.2021,17809.64
301220,6928.9087,-1856.5956,17809.64
301222,7128.23,-803.1586,17809.64
301223,7168.318,-268.21954,17809.64
301225,7305.403,547.4643,17747.434
301226,7244.0635,1091.867,17747.434
301228,7000.419,2159.3433,17747.434
301229,6819.4766,2676.4473,17747.434
301231,6344.405,3662.9438,17747.434
301233,5727.61,4567.616,17747.434
301234,5370.256,4982.869,17747.434
301236,4567.616,5727.61,17747.434
301237,4126.8193,6052.9326,17747.434
301239,3178.5835,6600.3965,17747.434
301240,2676.4473,6819.4766,17747.434
301242,1630.1633,7142.2124,17747.434
301243,1091.867,7244.0635,17747.434
301245,4.4858125e-13,7325.8877,17747.434
301247,-1091.867,7244.0635,17747.434
301248,-1630.1633,7142.2124,17747.434
301250,-2676.4473,6819.4766,17747.434
301251,-3178.5835,6600.3965,17747.434
301253,-4126.8193,6052.9326,17747.434
301254,-4567.616,5727.61,17747.434
301256,-5370.256,4982.869,17747.434
301257,-5727.61,4567.616,17747.434
301259,-6344.405,3662.9438,17747.434
301261,-6819.4766,2676.4473,17747.434
301262,-7000.419,2159.3433,17747.434
301264,-7244.0635,1091.867,17747.434
301265,-7305.403,547.4643,17747.434
301267,-7305.403,-547.4643,17747.434
301268,-7244.0635,-1091.867,17747.434
301270,-7000.419,-2159.3433,17747.434
301271,-6819.4766,-2676.4473,17747.434
301273,-6344.405,-3662.9438,17747.434
301275,-5727.61,-4567.616,17747.434
301276,-5370.256,-4982.869,17747.434
301278,-4567.616,-5727.61,17747.434
301279,-4126.8193,-6052.9326,17747.434
301281,-3178.5835,-6600.3965,17747.434
301282,-2676.4473,-6819.4766,17747.434
301284,-1630.1633,-7142.2124,17747.434
301285,-1091.867,-7244.0635,17747.434
301287,-1.3457437e-12,-7325.8877,17747.434
301289,1091.867,-7244.0635,17747.434
301290,1630.1633,-7142.2124,17747.434
301292,2676.4473,-6819.4766,17747.434
301293,3178.5835,-6600.3965,17747.434
301295,4126.8193,-6052.9326,17747.434
301296,4567.616,-5727.61,17747.434
301298,5370.256,-4982.869,17747.434
301299,5727.61,-4567.616,17747.434
301301,6344.405,-3662.9438,17747.434
301303,6819.4766,-2676.4473,17747.434
301304,7000.419,-2159.3433,17747.434
301306,7244.0635,-1091.867,17747.434
301307,7305.403,-547.4643,17747.434
301309,7601.4644,569.651,17621.953
301310,7537.639,1136.1162,17621.953
301312,7284.1206,2246.8535,17621.953
301313,7095.8447,2784.9138,17621.953
301315,6601.5205,3811.3896,17621.953
301317,5959.7285,4752.725,17621.953
301318,5587.8926,5184.8066,17621.953
301320,4752.725,5959.7285,17621.953
301321,4294.0645,6298.236,17621.953
301323,3307.4,6867.8867,17621.953
301324,2784.9138,7095.8447,17621.953
301326,1696.2279,7431.66,17621.953
301327,1136.1162,7537.639,17621.953
301329,4.667606e-13,7622.7793,17621.953
301331,-1136.1162,7537.639,17621.953
301332,-1696.2279,7431.66,17621.953
