E,R,evtID,x,y,z
10.451027,14639.66,262,-490.37137,1000.97345,-14597.165
4.406803599999999,4994.127,263,4018.0835,-2835.2529999999997,-870.4312
8.156323,13804.326000000001,264,-1585.8878,-9758.53,-9634.079
2.2837607999999996,15698.395,265,-4883.5737,-14158.503,4703.944
5.0684752,16247.649,266,5430.55,-11477.078000000001,-10137.648000000001
8.296286,16916.014,268,-16310.861,394.87256,4466.6990000000005
5.480592,11716.586000000001,269,-5895.688,7921.1235,6306.7456
3.3187015,11422.197,270,4196.035,-1490.8004,10518.431999999999
8.077523,12634.493,271,1009.7658,-12445.652,-1927.8304
2.593555,17599.355,273,-12930.813999999998,-9134.543,7687.098000000001
4.1766434,16054.428999999998,275,-10154.44,7033.229,-10255.034
5.457597,16464.242,276,-9566.954,13335.464,1307.6957
6.800169500000001,15434.636999999999,278,-777.85736,-14754.615,4463.661
7.5862546,17296.564,279,6713.099,-7808.943,-13896.972
7.281401600000001,16532.416,280,-8303.971,-3614.9019,13831.028
3.8860571000000004,8496.344000000001,282,-1666.0532,-6544.276,-5156.023
5.767400299999999,15270.09,284,9256.836,-3182.6948,11719.943000000001
8.579101,15840.258999999998,285,-8352.214,13457.981000000002,192.47687
6.1394,13189.447,286,-5165.124,12089.23,-1064.6677
4.4199247,9579.843,287,223.06967000000003,-6935.4644,6604.7676
9.17028,11663.3955,288,-6143.603,9910.229,-279.84814
1.566063,14374.878999999999,289,6691.955,-6398.922,-10995.848999999998
7.303097,12479.339,291,-5552.2236,7985.6133,7818.995
5.7872114,16006.703000000001,292,831.72784,14069.997,7586.6963
5.9846816,16904.248,293,13858.104,5454.404,7997.2534
5.8367143,17463.682,296,11784.415,-12511.358999999999,-3094.1277
8.811964,17658.998,297,6427.7046,13477.402,9427.8545
9.853245,17193.604,298,3339.3625,-16866.01,79.839874
3.7564468,17495.209,299,-802.3144,13215.998,11435.733999999999
4.225918,5162.1265,300,-1219.6184,-2872.4778,4112.05
4.4628167,7162.608,301,2469.9712,2925.4578,-6053.42
5.641285400000001,8425.29,303,-953.1101,-3587.1890000000003,-7563.675
5.8030457,7801.7573,305,6310.133000000001,3550.4917,-2905.7961
1.3211781,15736.322,307,10389.894,-11401.58,3112.2227
4.0362635000000004,16903.01,309,-10107.782,1360.1448,13479.409
2.844047,4043.5032,311,-1102.8423,-3045.055,-2421.0115
8.819191,16355.608,312,10881.128,-2905.801,11860.156
10.478477,12576.063,314,6282.8926,-7405.9805,7989.6230000000005
4.867159,13755.021,316,-6528.0835,-12083.453000000001,-758.22614
5.250026,15450.483,317,57.55459200000001,-14298.985,-5852.618
7.602825599999999,14226.809,319,-8212.569,11611.471000000001,-359.91055
6.9175167,15355.239,320,1897.5988,14115.212,5739.6230000000005
1.7467188999999999,15650.216,323,8721.636,4016.2268,12358.488000000001
5.257803,15189.219,324,-8389.253,-1000.0935699999999,-12622.702
9.795003,15343.11,325,-6497.4844,7311.214,11821.163
7.8360906,16799.535,326,-15588.711000000001,4441.825,-4414.37
4.5386,15264.188999999998,327,204.09229,12412.903,-8881.084
8.876006,16961.465,328,-7831.9526,6324.221,-13651.2295
1.0917449,12742.701000000001,330,3490.2217,1057.9963,12209.645
6.0442863,16011.588,331,8504.278,-11785.538999999999,6719.3203
3.2965577000000006,17553.14,332,-12324.26,-10144.523000000001,7301.642
5.9276,17616.154,333,3997.0024,6241.661,15981.067
7.568428999999999,17433.97,334,13280.003,6476.017,9254.515
1.2551707,5794.2036,335,4186.2173,3976.5945,484.84567000000004
10.223647999999999,2926.7214,338,-2126.8464,1702.225,-1069.8844
5.187776599999999,17364.207,339,-10281.674,3364.362,13582.487
4.256686,15690.133,341,-10973.428999999998,10769.11,3128.961
4.610636,8030.6855,344,-1629.9615,-5893.483,5205.9575
5.0922537000000005,8659.866,346,1034.4191,-4304.639,7442.6704
4.6380196,15800.874,348,-1363.2211,-8543.203000000001,-13222.0625
0.54406816,13595.707,349,1088.8151,440.19333,13544.886999999999
2.3491645,11219.901000000002,350,-10662.692,288.93344,-3479.8992
2.2989268,14841.313,351,-9590.335,11301.073999999999,-758.79565
2.8843486,13984.627,353,-4868.276,7998.4297,-10387.242
3.186721,11071.001,355,6862.5740000000005,7528.517,4335.154
8.636669,15949.026000000002,356,8795.76,-13302.198,-239.96515
3.8952606,17688.16,357,9394.999,-2062.6875,-14844.201000000001
1.2416737,16240.133,358,-14966.971000000001,5336.6064,-3354.4512
6.778919999999999,15819.423999999999,359,-3594.7703,260.61298,-15403.372
7.3649244000000005,10445.42,360,3617.2102,156.64883,-9797.859
4.9062243,11940.275,361,11501.216999999999,2920.0415,-1328.7428
6.514703,12571.041000000001,362,-3610.7239,-11682.462,2917.8486
8.6112795,7307.210999999999,363,330.01947,3066.5032,6624.423000000001
5.6639094000000005,15650.857,364,-13198.746000000001,3582.11,7609.924
1.4945978000000002,8074.066,367,-3428.4556,-4866.088,5455.0366
8.566935,16199.42,368,-13930.065,-7393.9854,-3701.8174
0.8137911,13609.908000000001,369,7877.3364,1818.0810000000001,10948.596000000001
4.8658204000000005,17484.48,374,11876.544,-4543.5483,-12000.455
6.717346000000001,16735.322,375,-3881.2412,6761.8047,14808.274
3.070821,14711.538,376,1495.8623,13919.317,4521.542
6.932231,12019.316,377,178.06961,-394.95062,-12011.506000000001
2.2274284,15324.566,383,13388.006000000001,-7399.3403,923.78735
2.296224,17080.137,384,6944.7524,5577.328,-14573.774
8.345206,16183.086000000001,385,2169.6267,-5303.6416,15134.608
3.4787607000000005,15265.27,386,-3378.29,10607.912,10444.511
8.595972999999999,4608.4307,387,1967.2985,-1743.4102,3785.2202
2.6523292,13500.332,388,-12675.476,-3735.208,2763.9631
4.580446,8190.91,389,-2515.6084,704.0937,-7763.1807
6.0633965,9256.598,392,-1470.1709,-2097.855,-8895.065999999999
10.012141,14161.862,393,-414.00607,14155.783000000001,-27.521152
7.2430444000000005,10427.268,394,5369.9927,-8930.815,362.78943
5.909679,16801.156000000003,395,13312.241000000002,-5451.9414,8679.829
0.5644416,14242.498,396,-9177.341999999999,-10308.155999999999,3516.6821
2.6148179,14566.328000000001,397,11657.791000000001,-2779.1711,-8279.494
9.599782000000001,15539.872,398,-14522.213,5523.521,-289.2822
6.337041999999999,3754.1267,399,3494.9692,1358.003,-185.7003
7.6443243,13757.277,400,-9129.77,9544.982,3847.505
4.2879762999999995,14054.8545,401,11459.493,1888.8676,-7915.2476
6.105683,12163.581,403,-3483.5667,5127.0723,10465.687
7.724842,14746.658000000001,404,1711.0975,747.2602,14627.976
7.464011,9472.1,405,2698.0879999999997,-2975.8005,8578.205
8.113541,16279.902,406,-9213.273000000001,1147.2073,-13372.91
5.3506093,14988.67,407,8415.071,8769.704,8771.493
6.7094455,13325.149,409,3844.2466,12755.303999999998,289.13568
6.472175599999999,4471.111,410,-3678.8013,46.58468,2540.6855
7.199153999999999,11479.309,412,-4312.960999999999,4518.4287,-9631.027
3.6257784,15628.788999999999,413,8049.7554,13160.028,-2504.8213
0.6768035,16889.1,414,-13493.715,-4962.2344,8862.144
6.4007273,15939.216,416,13919.668,-4895.778,-6027.669
6.5896955,10094.9375,419,-3819.34,5033.439,-7873.049
2.5526607000000006,11187.861,422,-2787.0037,-9825.011999999999,4568.369000000001
4.544574,15143.998,423,-2319.0024,9810.248,11301.413
7.2224975,17462.22,424,9227.421,-5926.4453,-13589.006000000001
9.973441000000001,13685.538999999999,425,-3066.442,507.5046,-13327.916000000001
8.335015,16568.867,426,-9663.548,7571.7363,11127.085
2.7162325000000003,17461.28,427,-1756.142,-9950.165,-14241.013
8.974738,17433.668,428,-10170.393,2452.129,-13945.716
2.5344586,17211.057,431,-15676.822,-6567.235,-2707.2385
9.734312,13460.861,432,11329.038,-1600.624,7091.2393
9.007107000000001,15122.021,433,2458.2712,-11095.817,9975.734
3.802532,17441.975,435,-5747.46,6917.179,-14944.624
10.439977,5966.5109999999995,436,230.70789,-5807.8545,1347.1658
6.9220714999999995,16451.484,437,11584.112,1428.933,-11593.871000000001
7.284857000000001,15413.423999999999,438,3706.8179,4491.1235,-14271.053
3.21672,16104.11,439,-5019.281,14801.0205,-3883.1667
8.595706,15922.546,440,-15837.857,-1479.0793,-708.56396
4.1601815,10874.739,443,4072.9246,8727.713,5049.58
2.9992327999999997,9307.554,444,-2542.8042,-5442.3345,7109.5503
6.8861384,9275.565,445,-1023.58,8042.496999999999,-4506.2886
4.8488097,9548.449,446,6994.8755,3967.2659999999996,5148.339
1.3582145,17033.838,447,12908.258,-11004.992,-1555.2024
4.03274,15681.264,448,-6056.044,-6260.6133,13039.597
3.5458262,10185.069,449,-583.9416,-6841.514,-7522.5215
1.1552924,13879.282,450,11514.817,-7744.807,-247.83887000000001
3.6570473,9828.834,451,-6136.395,3675.5413,6740.9956
2.9442194,11239.696000000002,452,-855.2038,3184.7773,10745.073
8.647105999999999,14218.175,453,4049.1406,8302.9375,10808.431999999999
7.480815400000001,10274.213,454,7660.7085,-4986.5986,4691.143
4.617966,9907.569,456,-6831.0063,-422.0494,7163.7393
10.416598,10034.688,457,-3626.11,-439.8663,-9346.271999999999
6.606236,14326.2295,458,12420.563999999998,1746.4548,-6922.4517
6.3788815,16670.19,460,-1959.9894,-5937.2866,-15453.229
7.6570964,17051.287,461,9706.548,11996.742,-7253.1025
6.5428596,17381.811999999998,462,11580.278,4126.173,-12288.176000000001
4.412346,3924.485,464,3594.538,103.24885,-1571.6929
6.217148,17603.467,465,-5625.9956,16675.127,-412.7167
6.237472,7983.302,468,1605.7661,-4529.213,-6375.018
8.772311,12853.665,470,-7604.7896,-6923.893,-7709.9663
9.521735000000001,10752.805,471,-84.88759,-4625.5073,9706.714
5.377482,15658.305,473,-6674.7163,-14038.676000000001,-1883.1458
4.710651,12083.9375,476,-4970.7886,7731.516,-7844.5176
1.1377138,14829.565,477,4969.645,-13971.551000000001,120.0214
2.876887,12741.252,479,3313.9897,-5332.6733,-11086.91
5.3145523,12515.491000000002,480,7224.879,4551.229,-9150.135
9.92713,9293.235999999999,481,-6354.0464,-3131.369,-6015.3853
8.961729,7638.6665,482,-3876.9094,6573.4316,329.838
2.6768696,17354.07,483,12149.785,1689.1661,12275.716999999999
2.2545254,17326.621,484,8409.794,-9784.036,11565.457
4.2425337,11112.899,485,9405.699,-3821.4797,4519.4736
6.8307910000000005,13150.181999999999,486,4790.6196,1401.4270000000001,-12166.069
3.1465905,16943.662,487,-4322.998,-13532.247,9234.59
6.46441,13232.947,489,-11742.7,-5825.885,1810.7872
2.3368927999999998,15100.116000000002,491,2306.7603,-14920.024,291.93453999999997
1.6827636000000001,7934.6807,495,-7001.102,-2584.4644,2695.2317
6.127567,17298.254,496,-13783.007,7295.6294,7485.4580000000005
4.461093,8406.795,497,7294.146,4063.033,980.5123
9.446742,16393.756,499,6467.1,-7395.8843,13123.748
6.9453130000000005,8745.657,501,-3065.2583,5073.096,-6430.7397
2.75165,9705.178,502,-4851.4443,8396.643,-387.7533
10.094561,15690.101999999999,504,-15346.566,-61.122609999999995,3264.73
8.478028,16619.307,505,7138.7695,14915.43,1664.1063
9.075453999999999,10137.249,506,1250.011,8125.9985,-5930.3833
9.386403,13463.23,507,12117.316,-4068.4705,4228.0913
1.5561526,9850.049,508,4978.013,-7172.65,4560.2563
6.3275485,15557.187,509,-13188.633,-7955.995,2188.1895
1.7105793999999999,10215.044,512,3500.5690000000004,9460.918,1607.5359
5.796246,13423.735,513,12628.548,3220.1897,-3216.6497
5.2875996,10622.614,514,-7799.1396,-6954.3086,1910.7445
0.83541626,12817.666000000001,515,-3832.4453,5598.9707,-10874.578000000001
4.493602,10756.72,516,-7964.222,-7181.4277,839.81244
5.8801703000000005,4731.69,517,-1413.9646,-2355.493,-3852.434
4.7185063,12201.258999999998,518,-8570.325,-1125.0375,8611.303
9.63368,10349.306999999999,519,-139.84055,6540.003000000001,-8019.7847
9.214389,10856.5205,520,7799.549,-6525.024,3801.9902
1.4677976000000001,11877.351,521,-8879.276,3319.075,7156.3716
1.3101052,12234.271,525,12172.008,-182.18200000000002,1219.1942
5.8441725,15599.714,526,-10746.071000000002,4221.625,-10490.516000000001
0.6404894,17380.055,527,15620.635,-3475.5127,6781.0693
1.3190001,13551.491000000002,528,1566.9252,-12009.295,-6079.844
9.711275,17191.447,529,13305.551000000001,10772.986,1565.5505
5.378751,17401.432,531,-11927.681999999999,869.2965,12640.591999999999
8.22381,11031.323999999999,533,-9339.962,-94.30875999999999,-5869.1
7.834906,14453.072,534,-2241.8396,-7863.113,-11917.923999999999
5.727148000000001,16105.776000000002,535,-2125.5615,1828.8779,15859.798999999999
6.365768,15209.726999999999,537,-14544.412,-1176.0764,-4291.001
2.5764022,15051.553999999998,538,-2636.3767,-12881.685,-7325.3657
7.8150587,16433.477,539,12757.0,10195.332,1836.6483
8.852199,9441.629,540,-8808.696,-1677.5146,-2955.8709999999996
7.318012700000001,13783.886999999999,542,1096.506,-12651.287,-5360.7964
9.926658,17502.793,543,7509.1914,-5787.4805,-14712.746000000001
8.064885,10832.583,545,-9015.767,-1863.0094,5708.765
10.241563000000001,15141.014,546,402.37784,-14490.998,-4370.282
3.227015,13114.093,547,-116.491234,-9213.216,-9331.802
1.5329728999999999,14994.173999999999,548,9792.503,11142.913999999999,-2183.4834
6.8769693,9017.712,549,1579.5219,-7318.894,-5025.7373
10.162453,12437.006000000001,550,-11239.945,5295.185,-551.1491
2.5581741,11086.025,551,-2589.5767,10242.738000000001,3358.6238
10.284757,14586.943000000001,553,-10230.716999999999,7406.645,-7297.4634
6.802050599999999,15956.132,554,11426.833999999999,9377.394,6007.5024
4.0181556,11041.902,555,6116.7764,-8829.857,2557.786
5.064716000000001,14317.377,557,4271.7188,13562.978000000001,1668.9335
10.441446000000001,17366.643,560,11204.41,9054.255,-9699.586
2.4978936000000003,16798.258,561,-15197.058,-2253.9976,6793.41
8.146711,11047.889,563,-7914.54,-7604.0509999999995,-1262.6642
1.6290956,14821.538,564,-6079.6230000000005,613.98175,-13503.303999999998
7.680307400000001,17387.078,565,-4449.457,15531.751,-6424.7607
7.8159355999999995,10901.923999999999,566,9637.189,5010.3555,934.27576
1.4170604,12581.465,567,302.9713,-12463.729,1690.2511
1.3980895,15459.815,568,-15146.656,-3095.5159,49.799538
9.054206,15085.986,569,6801.4917,-4341.389,12746.726999999999
2.0142047,9926.516,570,3666.5906,8739.484,2951.8184
8.076703,15083.678999999998,571,4618.2744,12573.848,6934.4976
6.647487,15591.163999999999,572,11798.362,4167.4697,9301.356
1.5627794,9332.663,573,7957.964,258.62112,4868.525
4.459974,17406.346,575,-2395.4817,-16327.948,5535.398
8.52928,8966.813,577,7213.312,3677.4023,3853.3865
1.9803851000000003,16799.746,578,14969.831,6490.4644,4001.185
8.804889999999999,14803.024,579,2331.4326,-522.1522,-14608.946000000002
6.0765796,17106.057,580,-11192.738000000001,8368.117,-9864.805
8.78708,14449.646999999999,582,6931.681,-11674.478000000001,-4944.764
5.387073,16934.049,583,12180.876,-11423.778999999999,2808.1184
2.8464674999999997,15544.383,584,2210.369,-5290.515,-14448.271
8.139930999999999,14730.398000000001,586,9155.392,10926.909,3710.2708
5.875903,13096.4375,587,-9239.096,-3118.3459999999995,-8742.521999999999
8.413034,14666.151000000002,588,7670.039000000001,-8874.261,8804.203000000001
8.133264,9077.286,589,5694.4526,-6232.7314,3335.1740000000004
6.2961364,12509.6,590,5959.9355,-8776.23,6629.2563
10.238516,17550.926,591,722.83057,16949.82,4496.236
7.2255673,5758.8657,592,1606.414,-2217.7708,5066.109
1.9508682000000002,12130.341999999999,593,10739.656,-3731.4395,-4228.634
5.032025,14835.686000000002,594,11152.198,9728.2705,-1042.4883
6.8747783,12784.495,595,2984.4978,-8917.972,8660.593
9.007771,12396.445,596,957.71204,-7626.0034,-9726.1875
6.490485,14205.416000000001,598,-2752.889,7488.469,-11753.223999999998
2.74348,5932.16,599,2599.7512,1949.0659,-4963.16
7.1006,17036.62,600,-712.367,16978.488,-1212.3901
7.709078,10307.439,602,435.74965999999995,-9278.462,-4468.061
7.191160000000001,17033.463,604,4205.228,-7964.451999999999,-14457.608
7.3060064,10961.396999999999,605,6593.808000000001,7640.6406,-4277.212
10.188559,14953.75,606,3.7937879999999997,13875.143,5576.293000000001
10.191353,15232.979,607,14005.658000000001,1466.6409,5808.111
7.0897064,15823.51,612,13174.401000000002,6512.5854,-5865.5645
